SentimenTweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url
-1@IndiHomeCare Sudah kak tapi masih merah,1.85E+18,,IndiHomeCare,in,Asgard,0,1,0,https://x.com/LaluRaihan/status/1848391727805317362
-1@IndiHomeCare @IndiHome kenapa jaringan indihome saya jelek ya,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/freakcould/status/1848389122882457825
-1Down lagi min @IndiHomeCare https://t.co/32Woh6NrGb,1.85E+18,https://pbs.twimg.com/media/GabL4UIa4AEOMbG.jpg,sarah_ning,in,,0,1,0,https://x.com/sarah_ning/status/1848388879642141065
-1Tagihan bulan kemarin. 320rb skrng kok 340rb knp ya @IndiHomeCare https://t.co/zmTcdJiDTy,1.85E+18,https://pbs.twimg.com/media/GabKt3faMAEQevn.jpg,,in,,0,0,0,https://x.com/konohakocak/status/1848387589642084763
-1@IndiHomeCare anying langsung respond giliran laporan gue lama lo,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/amersygggggg/status/1848385985006260619
-1@IndiHomeCare Saya udh DM paling nanti dibales maaf atas ketidaknyamanannya saya bantu follow up abis itu udah g ad kabar.,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/mfzalfajri/status/1848380413934547246
-1@IndiHomeCare Udah bayar gabisa dipake,1.85E+18,,voyager84_16,in,"Bandung, Jawa Barat",0,0,0,https://x.com/voyager84_16/status/1848379857534881959
-1@hematnapa @IndiHomeCare Tadi saya sudah telfon CS nya katanya bisa jadi fisik yg rusak nanti ada teknisi kesana bisa jadi modem bisa jadi kabel,1.85E+18,,hematnapa,in,,0,1,0,https://x.com/jcofyy/status/1848374741855617267
-1@IndiHomeCare permasalahan gw aja belum kelar yaelah pindah provider aja dah lama lama ginii,1.85E+18,,IndiHomeCare,in,"DKI Jakarta, Indonesia",0,1,0,https://x.com/affahiyh22/status/1848372266482208969
1@IndiHomeCare min saya mau tanya kan saya mau pindah kontrakan ke sebelah itu wifi nya bisa di pindahkan atau tidak ya? persyaratan nya apa?,1.85E+18,,IndiHomeCare,in,,0,0,0,https://x.com/Yusufjhenn/status/1848372123829739670
-1@IndiHomeCare @jcofyy Punya saya juga min Los kedip merah mulu plis segera diperbaiki issue nya ga cuma 1 2 yang kena,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/hematnapa/status/1848371137694290074
-1@IndiHomeCare pegawainya ga respon wifi mati tinggal tidur...telat bayar kena denda.....@IndiHomeCare,1.85E+18,,IndiHomeCare,in,"Jawa Tengah, Indonesia",0,1,0,https://x.com/WindarSiswoyo/status/1848370795237843400
-1@IndiHomeCare Cek DM ku min tempatku udah 30 jam lebih lost sinyal,1.85E+18,,IndiHomeCare,in,Jakarta Capital Region,0,1,0,https://x.com/koi_sojeong/status/1848369941185208797
-1@IndiHomeCare @IndiHome apakah ada gangguan modem saya Los merah kedip kedip terus gabisa konek,1.85E+18,,IndiHomeCare,in,,0,3,0,https://x.com/hematnapa/status/1848369875624116660
-1@ellasmej @IndiHomeCare @lemonetrin @IndiHome @TelkomJabar Mjb kak. Maaf masih gangguan kah? Soalnya saya masih gangguan ,1.85E+18,,ellasmej,in,,0,2,0,https://x.com/dolphinbears_/status/1848369813078622498
-1@IndiHomeCare wifi mati ...dm ga direspon,1.85E+18,,IndiHomeCare,in,"Jawa Tengah, Indonesia",0,1,0,https://x.com/WindarSiswoyo/status/1848369746343071965
-1@IndiHomeCare kalo normal ga mungkin gue komplen kilua,1.85E+18,,IndiHomeCare,in,"Tangerang, Indonesia",0,1,0,https://x.com/adorableaerwyn/status/1848369470269686246
-1@IndiHomeCare belum ada respon check DM now!,1.85E+18,,IndiHomeCare,in,Indonesia,0,1,0,https://x.com/amrihabeb/status/1848369028861165586
-1@shirouuz @IndiHomeCare Dah udaaah pindah ke swasta aja,1.85E+18,,shirouuz,in,Bandung Barat,0,1,0,https://x.com/zura_griffin/status/1848364350115127647
-1.@IndiHomeCare ini lagi ada gangguan atau gimana ?? https://t.co/RftaBb15zG,1.85E+18,https://pbs.twimg.com/media/Gaa1Uo2XkAAZ49c.jpg,,in,Kuwait City,0,1,0,https://x.com/yudayudey/status/1848364070484783111
1@IndiHomeCare cek dm trims,1.85E+18,,IndiHomeCare,in,62,0,2,0,https://x.com/whifflehop/status/1848363763365462291
-1@IndiHomeCare Gangguan apa gimane nih? Baru juga bayar kemaren,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/Djito24/status/1848363455109288025
-1@IndiHomeCare Dm gue kaga lu jawab,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/agoseriz/status/1848363420447596861
1@IndiHomeCare kak cek dm please,1.85E+18,,IndiHomeCare,in,"Malang, Indonesia",0,1,0,https://x.com/annisalathifa_/status/1848363360053870609
-1@IndiHomeCare ini kenapa wifi dirmh suka ilang2 sinyalnya,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/naadiayu/status/1848362551601758228
-1@IndiHomeCare CS nya pelayanan blm slsai udh main matiin aja. Jaringannya bakalan trouble berapa lama nih? Apa bentuk kompensasi Indihome? Jangan asal telat bayar aja didenda. Giliran kek gini malah menghindar.,1.85E+18,,IndiHomeCare,in,,0,3,0,https://x.com/wala_sai/status/1848358659400863982
1Bales min @IndiHomeCare ditunggu,1.85E+18,,,in,Hala madrid,0,2,0,https://x.com/kocengbelang_/status/1848358517654388832
1@IndiHomeCare sudah terpasang dgn benar sudah saya dm,1.85E+18,,IndiHomeCare,in,"Bandung, Jawa Barat",0,2,0,https://x.com/rizkafatur/status/1848358384338178292
-1@IndiHomeCare halo min mohon cek dm. Indihome saya no internet,1.85E+18,,IndiHomeCare,in,Singkawang-Pontianak-Bandung,0,3,0,https://x.com/inezrasila/status/1848358367313744247
-1@lemonetrin @IndiHome @TelkomJabar @IndiHomeCare oalaa berarti emang serentak yaa aku kira cuman aku aja yang gaada internet,1.85E+18,,lemonetrin,in,Indonesian,0,2,0,https://x.com/ellasmej/status/1848358275307405462
-1@IndiHomeCare @luv_FREEFOLLOW Viralin ajaa kali ya begini banget pelayanannya,1.85E+18,,Atakeceh_,in,,0,1,0,https://x.com/Atakeceh_/status/1848358192553865261
-1@IndiHomeCare @luv_FREEFOLLOW SAYAA UDAH NUNGGUIN TAPI MANAA BLM DI BALES JUGAAA,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/Atakeceh_/status/1848358074941366411
1@IndiHomeCare cek dm ya,1.85E+18,,IndiHomeCare,in,woojin.wonjin,0,1,0,https://x.com/nyungsepuy/status/1848358054296973588
1@ellasmej @IndiHome @TelkomJabar @IndiHomeCare iya di bandung nih,1.85E+18,,ellasmej,in,18+,0,1,0,https://x.com/lemonetrin/status/1848357815938912532
1@lemonetrin @IndiHome @TelkomJabar @IndiHomeCare daerah mana kak aku bandung sama tiba gaada internet,1.85E+18,,lemonetrin,in,Indonesian,0,4,0,https://x.com/ellasmej/status/1848357691015721111
-1min jgn error dulu pliss lgi nonton ka flora @IndiHomeCare https://t.co/yrI718fgVy,1.85E+18,https://pbs.twimg.com/media/Gaau2bTagAAMfZ4.jpg,,in,,0,4,0,https://x.com/shirouuz/status/1848356955506823554
-1@Telkomsel @IndiHomeCare jaringan lu butut,1.85E+18,,Telkomsel,in,?Ÿ—‘ï¸è,0,3,0,https://x.com/for_zhao/status/1848356930722713745
-1@IndiHomeCare indihome ada gangguan apa Area bumijawa? Kasih infonya dong https://t.co/V5NYlgsu4G,1.85E+18,https://pbs.twimg.com/media/GaauzIAboAAmNPJ.jpg,IndiHomeCare,in,"Tegal, Jawa Tengah",0,2,0,https://x.com/budi25setiawan/status/1848356898061562289
-1@azvyae @IndiHomeCare @Telkomsel Sama nih bg di gw jaringan hp SMA wifi juga hilang,1.85E+18,,azvyae,in,"Bandung, Jawa Barat",0,2,0,https://x.com/Hrxprima__/status/1848356740783583359
1@IndiHomeCare halo cek dm ya,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/avialiefa/status/1848356538584641549
-1hallo @IndiHomeCare saya sudah bayar tapi internetnya tetep mati dan ada tanda merah dirouternya mohon bantuannya https://t.co/3Cy1V99KBz,1.85E+18,https://pbs.twimg.com/media/GaasLCca4AAvpbQ.jpg,,in,"Bandung, Jawa Barat",0,2,0,https://x.com/rizkafatur/status/1848354010849493249
-1@IndiHomeCare @luv_FREEFOLLOW Mana min katanyaa mau di baless saya nungguin loh,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/Atakeceh_/status/1848353988615528778
-1@IndiHomeCare saya mau bayar tagihan gk bisa. Udah lewat sehari nanti saya juga yang kena denda. Ngehe lau,1.85E+18,,IndiHomeCare,in,Indonesia,0,2,0,https://x.com/FNKN17_/status/1848353935553359928
-1@desiidrs @IndiHomeCare kak mjb saranku mending lgsg ke grapari aja karna kalo ke admin gjls ini bakal diputer2in terus dan sejak gabung telkomsel ni indihome emg makin kacau,1.85E+18,,desiidrs,in,she/her,0,0,0,https://x.com/junkysoo/status/1848353879857222140
-1@IndiHomeCare cabut aja lah ini wifi nya ribet nyusahin aja lu,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/NurFazriAchmad1/status/1848353788928860198
-1@IndiHomeCare ada gangguan jaringan min baru perbaikan tapi udh dari siang,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/abeletoy/status/1848353608359886957
1@IndiHomeCare Saya sudah bisa login pakai no. Hp sama email tapi di dalam profilenya kosong ga bisa diklik tuh ya eh diarahkan di my telkomsel tapi harus login pakai no. Telkomsel ga bisa email. Terus ngecek profile indihome gw kekmanaaaaa,1.85E+18,,IndiHomeCare,in,,0,4,0,https://x.com/desiidrs/status/1848353325491920931
1@IndiHomeCare @Atakeceh_ alah,1.85E+18,,IndiHomeCare,in,,0,0,0,https://x.com/NurFazriAchmad1/status/1848353300305133876
-1Dahlah aku mau fix putus @IndiHomeCare aja. Ruwet kau ini makin makin,1.85E+18,,,in,,0,1,0,https://x.com/desiidrs/status/1848352205147078857
-1@IndiHomeCare @Atakeceh_ @luv_FREEFOLLOW ini gw juga di blok wa gw kocak bener lu indihome,1.85E+18,,IndiHomeCare,in,,0,0,0,https://x.com/NurFazriAchmad1/status/1848352110729179233
-1@IndiHomeCare ini remote tv nya gabisa dipake udh diganti baterai ttp aja gabisaa gimana yaa kakk,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/docofferens/status/1848351698139635885
-1@IndiHomeCare min lagi gangguan kah,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/Inicitinaa/status/1848351672902595021
-1@IndiHomeCare @yayaaaaankkk Aplikasi lu yg bobrok noh bikin customer gabisa bayar tepat waktu udah lewat tggl kena denda,1.85E+18,,IndiHomeCare,in,,0,0,0,https://x.com/haiim_here/status/1848351548465967460
1@IndiHomeCare cek DM min indihome saya mau bayar tapi tidak bisa,1.85E+18,,IndiHomeCare,in,"Pontianak, Indonesia",1,3,0,https://x.com/arik_bbr/status/1848351464403714440
-1@IndiHomeCare @odgjcantik Gimn mau bayar tagihan min kno disatuin ke app mytelkomsel? Ini dri kemarin gak bisa bisa mana udah kena denda ,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/haiim_here/status/1848351282056302952
-1@IndiHomeCare @hyanggineun_ Alaahhh minta maaf tpi ttp kenak denda pdhl aplikasi situ yg eror gajls,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/haiim_here/status/1848351085767045162
-1@IndiHomeCare Ditunggu min. Kalo beneran gue disuruh bayar lagi artinya yg gue bayar di aplikasi tsel ilang ghoib sedangkan gue ada bukti transaksi mbanking proses aja y cabut indihome gue. Lagian mana ada bayar tagihan lu pake aplikasi lu dikenain admin pula.,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/americanonosuga/status/1848350974244741286
-1@IndiHomeCare nih gimana nih orang ada keluhan wifi udah di dm udah di telpon malah di blokir pepek padahal udah bayar loh kocak bener,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/NurFazriAchmad1/status/1848350807680528807
-1@IndiHomeCare alah monyet,1.85E+18,,IndiHomeCare,in,,0,0,0,https://x.com/NurFazriAchmad1/status/1848350514511274329
-1@luv_FREEFOLLOW @IndiHomeCare Cek dm min saya udah wa tapi di block gimana sih,1.85E+18,,luv_FREEFOLLOW,in,,0,2,0,https://x.com/Atakeceh_/status/1848350488607211658
-1@IndiHomeCare Tolong baca dm saya min kalo begini caranyaa mendinga gausah langganan lagi sama indihome,1.85E+18,,IndiHomeCare,in,,0,3,0,https://x.com/Atakeceh_/status/1848350119260987536
-1@P_Braker @IndiHomeCare diem lo kontol,1.85E+18,,P_Braker,in,,0,0,0,https://x.com/kepikhijauu/status/1848349346234007950
-1@IndiHomeCare Lamaaa balasnya. Solusinyangimana ini lemot amat 2hari ini,1.85E+18,,IndiHomeCare,in,Indonesia,0,1,0,https://x.com/litamargritan/status/1848349268215726313
1@IndiHomeCare @IndiHome Sudah saya bls via DM. Silahkan cek di DM,1.85E+18,,IndiHomeCare,in,Dimana aja asal senang,0,2,0,https://x.com/baplank88/status/1848349159373586703
-1Login my indihome gimana sih @IndiHomeCare udah masuk tapi profile kosongan giliran diarahkan ke web telkomsel harus pake nomer telkomsel ya kagak punya ane,1.85E+18,,,in,,0,2,0,https://x.com/desiidrs/status/1848349149340770568
-1@IndiHomeCare min ini indihome saya dari kemarin gabisa bayar pake mbanking bpd gabisa bni gabisa spay gopay gimana ya??? udah lewat tgl 21 nanti kena denda hadeh merugikan konsumen banget tolong segera kasih solusi ya,1.85E+18,,IndiHomeCare,in,"Yogyakarta, Indonesia",2,10,0,https://x.com/hyanggineun_/status/1848346542010409218
-1Min @IndiHomeCare @IndiHome tv saya beberapa channel lokal kenapa tidak bisa lagi ya? Bulan lalu kasus begini sekarang begini lg. Gmn min?,1.85E+18,,,in,Dimana aja asal senang,0,3,0,https://x.com/baplank88/status/1848346232743469286
1@IndiHomeCare min mau tanya cara ganti password wifi di aplikasi my telkomsel gmna ya? udh diotak atik gak nemu,1.85E+18,,IndiHomeCare,in,"Jakarta,Indonesia",0,1,0,https://x.com/dedepgowes/status/1848345091125268839
-1@IndiHomeCare Capek gw masalah ginian private g bakal ad kelar kecuali terkait submit data semua bakal lewat Twitter public capek dighosting Mulu lewat private.,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/mfzalfajri/status/1848345076801650948
-1Gua udah bayar kenapa masi ada tagihan dah gembel @IndiHomeCare,1.85E+18,,,in,,0,2,0,https://x.com/americanonosuga/status/1848344522784383108
1@IndiHomeCare @bankmandiri Sy bayar lewat EDC,1.85E+18,,IndiHomeCare,in,,0,3,0,https://x.com/makatita64/status/1848344488361832872
1@IndiHomeCare min tolong cek DM dong,1.85E+18,,IndiHomeCare,in,Banjarmasin,0,2,0,https://x.com/koboii_/status/1848344420552470567
-1@IndiHomeCare kak tolong dong nanti saya stop langganan kalau gini terus,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/oocisooc/status/1848344401694896383
-1@IndiHomeCare ini gimana sih solusinya malah ngilang gaada kabar jelek,1.85E+18,,IndiHomeCare,in,she/her,0,3,0,https://x.com/jjxzsq/status/1848344254936240149
-1@IndiHomeCare Tidak ada balasan smp skrg saya cek,1.85E+18,,IndiHomeCare,in,Right Place Wrong Person,0,2,0,https://x.com/xCYPHERRUFFx/status/1848344121502765226
-1@IndiHomeCare Berarti mslh follow up itu bullshit dan laporan blm ada kemajuan sama sekali.,1.85E+18,,mfzalfajri,in,,0,1,0,https://x.com/mfzalfajri/status/1848343980100214941
-1@IndiHomeCare Gimana mau login kebuka aja nggak bisa,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/jongin_ty/status/1848343960944845218
-1@IndiHomeCare untuk jadwal kedatangan teknisi disesuaikan ketersediaan petugas dan antrian perbaikannya dilapangan dengan kata lain ini masalah teknisi Dateng itu ga pasti dan KLO g ad teknisi di sekitar ini masalah g bakal selesai. Btw ini jawaban template yg dipake dri kmrn.,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/mfzalfajri/status/1848343793143259537
-1@IndiHomeCare Segera kami respon tapi 20 jam belum cek dm layanan bapuk,1.85E+18,,IndiHomeCare,in,"Cimahi Selatan, Indonesia",0,1,0,https://x.com/andoeesntr/status/1848343215197598204
-1@IndiHomeCare ini mana tindak lanjut laporan saya? Sampai sekarang ga ada yg hubungin dari bagian billing!,1.85E+18,,IndiHomeCare,in,,1,2,0,https://x.com/dimzM5/status/1848341603330715808
-1@11o59o @IndiHomeCare Lah ternyata rata ya pada ga bisa bayar tagihan indihome mana udh lewat bgt ini,1.85E+18,,11o59o,in,she/her,1,3,0,https://x.com/imevkxi/status/1848341590806589580
1@IndiHomeCare sama mau ngecek speed test di telkomsel kok ngga bisa yah?,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/odgjcantik/status/1848341270051324070
-1@IndiHomeCare kakk udah di dm dr kemaren tp gaada balesan kakk,1.85E+18,,IndiHomeCare,in,Indonesia,1,2,0,https://x.com/urgudbluberry/status/1848340544248066349
-1Ini kenapa aplikasi MyTelkomsel gak bisa kebuka? Udah bener-bener aplikasi Indihome sendiri aja pake acara gabung @IndiHomeCare,1.85E+18,,,in,,1,2,0,https://x.com/jongin_ty/status/1848339924728381824
-1@IndiHomeCare gila minta datengin teknisi ke rumah aja susahnya minta ampun. kyk lo aja yg turun ke jalan anjir lah. bikinin laporan pengaduan gue cepetan ga. udah isi form lengkap dari jam 12 siang tuh,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/kepikhijauu/status/1848339090187620371
-1@IndiHomeCare min tolong donggggg ini wifinya mati beginii dahh,1.85E+18,,Atakeceh_,in,,0,2,0,https://x.com/Atakeceh_/status/1848338746275762686
-1@IndiHomeCare kak ini speed wifi saya di turunkan kahh? soalnya tagihan nya cuma 65rb. yg harusnya 165rb an,1.85E+18,,IndiHomeCare,in,Indonesia,0,2,0,https://x.com/urgudbluberry/status/1848338287913828645
-1@IndiHomeCare blm dibales kak dmnya sudah 1 jam,1.85E+18,,IndiHomeCare,in,Mi Casa,0,2,0,https://x.com/a_ra996/status/1848337810505519392
-1@IndiHomeCare Belom malah makin jelek.,1.85E+18,,IndiHomeCare,in,Naghia.,0,2,0,https://x.com/hyeacinth/status/1848337439578038757
-1@IndiHomeCare Kayaknya saking seringnya nanya udah di blok sama bot wa dan dmnya @IndiHomeCare XD,1.85E+18,,mfzalfajri,in,,0,1,0,https://x.com/mfzalfajri/status/1848337405033718032
-1Mantap @IndiHomeCare cuma komplain soal router rusak port LAN aj hampir 2 hari penuh belum ad penjadwalan teknisi giliran ditanya update laporan cuma jawaban template mohon ditunggu ya kami bantu follow up sekarang giliran ditanya update lagi udh ga ada jawaban samsek mantap.,1.85E+18,,,in,,0,2,0,https://x.com/mfzalfajri/status/1848337158769459687
-1Min @IndiHomeCare kalo ada petugas dateng buat tambah daya itu buat tambah kecepatan kah? Masalahnya gaada yang manggil. Kok tiba-tiba dateng. Bisa dijelaskan min?,1.85E+18,,,in,,1,1,0,https://x.com/chooday_/status/1848337093606637942
-1@txtcybr @IndiHomeCare HADUH SAMA LAGI !!! ,1.85E+18,,txtcybr,in,"Jakarta Selatan, DKI Jakarta",0,1,0,https://x.com/legoooAhhh/status/1848336230658015459
-1@IndiHomeCare Dtunggu ya inii. Capek bgt lemot terus terusan,1.85E+18,,IndiHomeCare,in,Indonesia,0,1,0,https://x.com/litamargritan/status/1848336167621837283
1@IndiHomeCare boleh bantu baca dm saya. terima kasih,1.85E+18,,IndiHomeCare,in,,1,3,0,https://x.com/toocayo/status/1848335905570107642
-1@IndiHomeCare masih belum dibales ni dm ku,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/fullsunney/status/1848335261106925953
-1@IndiHomeCare ada gangguan di cluster castarica balikpapan regency?,1.85E+18,,IndiHomeCare,in,,0,3,0,https://x.com/akuhairil/status/1848334982340616390
-1@IndiHomeCare dari tadi pagi min hari ini lemot banget ,1.85E+18,,IndiHomeCare,in,in rush:,1,2,0,https://x.com/calestraz/status/1848334932265095255
1@IndiHomeCare Min tolong buka DM,1.85E+18,,IndiHomeCare,in,"Papua, Indonesia",1,2,0,https://x.com/yrudi865/status/1848333504221958524
1@IndiHomeCare tolong baca dm dong urgent,1.85E+18,,IndiHomeCare,in,,1,1,0,https://x.com/Diiillllaaa/status/1848333319509069857
1@IndiHomeCare hallo indihome...boleh dibantu info saya tdk sengaja membayar tagihan indihome 2x. Bisa dibantu kah?,1.85E+18,,IndiHomeCare,in,Indonesia,0,3,0,https://x.com/anggraaaaa_/status/1848333275556909310
1@IndiHomeCare Engga dongs tapi kamu mantanku.,1.85E+18,,IndiHomeCare,in,Avail on November,0,1,0,https://x.com/fxontal/status/1848333206636159092
1@IndiHomeCare semua sudah dicoba tidak ada yg bisa sepertinya aplikasinya belum siap deh sebelumnya yg masih web malah lancar2 saja,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/makamoe/status/1848325041706160339
-1@IndiHomeCare Poin di MyTelkomsel saya tidak ada penambahan sama sekali dari migrasi poin MyIndiHome @erickthohir @MediaKonsumenID @KemenBUMN @YLKI_ID @BPKN_RI,1.85E+18,,IndiHomeCare,in,Multiverse,0,1,0,https://x.com/14msh3rl0ck/status/1848323015978991798
-1@IndiHomeCare Mohon dicek indihome dengan ID 1111102122387 sudah 2 hari bermasalah,1.85E+18,,IndiHomeCare,in,"Banda Aceh, Prov. Aceh",0,2,0,https://x.com/teungkuhelmi/status/1848321936910164110
-1Bayar tagihan @IndiHomeCare dari hari sabtu lewat aplikasi my @Telkomsel malah status pembayaran gagal. https://t.co/UNtFuHEaND,1.85E+18,https://pbs.twimg.com/media/GaaOjJnbMAA2Lfy.jpg,,in,"Kudus, Indonesia",0,2,0,https://x.com/warganetbaik/status/1848321439054659924
-1@IndiHomeCare ka internet koneksinya mati... call center sibuk harus gimana dong.. ini yg rusak/ bermasalah dari pusat kah?,1.85E+18,,IndiHomeCare,in,dreamland~,0,1,0,https://x.com/rrhasa_/status/1848320645630755303
1@IndiHomeCare cek dm min dari kemarin belum dibales,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/exagorted/status/1848320538751742280
1@IndiHomeCare kan katanya ada migrasi data dr myindihome ke mytelkomsel tp tiba2 akun dr email yg terdaftar hilang dan jadi blm memliki akun . untuk kendala wifinya saya dm min https://t.co/w5rlWNR1lk,1.85E+18,https://pbs.twimg.com/media/GaaMaZybcAA5T96.jpg,IndiHomeCare,in,,0,1,0,https://x.com/miracle4am/status/1848319090127147214
1@IndiHomeCare okayy ditunggu ya kak thankss,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/lemmebeyours00/status/1848316773021646886
1@IndiHomeCare Haloo min bisa bantu untuk downgrade layanan indihome? Sdh minta lewat telp tp masih belum ada progress,1.85E+18,,IndiHomeCare,in,"Jakarta Capital Region, Indone",0,3,0,https://x.com/saifulbachri777/status/1848316402664652977
-1@IndiHomeCare @IndiHome bang mau nanya ini STB Indihome kenapa gamau nyala padahal ijo terus ijopun gamau mati...jadi ijo terus dipencet restart mulu.,1.85E+18,,IndiHomeCare,in,"Marseille, France",0,2,0,https://x.com/bobbydewitte/status/1848311543399878878
-1@IndiHomeCare cek dm lah masih gabisa aja ini mana udah kena denda,1.85E+18,,IndiHomeCare,in,gatau,0,1,0,https://x.com/n3wblance/status/1848305446299521232
1@inimacaa @IndiHomeCare KWWKKWKW,1.85E+18,,inimacaa,in,Australia,0,0,0,https://x.com/0xHNZ/status/1848304635108626924
1@IndiHomeCare Hallo @IndiHomeCare wifi indihome saya melakukan perubahan paket dari 30 mbps ke 10mbps tagihannya harusnya Rp185.000 pas mau bayar kenapa tetap ya tagihannya Rp333.000? Cek DM follow up,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/pratama_ri95775/status/1848303282038652974
-1@txtcybr @IndiHomeCare Besok otw deh cabut indihome,1.85E+18,,txtcybr,in,,0,1,0,https://x.com/rororoveyou/status/1848301225651097880
-1@inimacaa @IndiHomeCare 50 mbps tp pas di speed test cuma 6 mbps ,1.85E+18,,inimacaa,in,s4saaa,0,1,0,https://x.com/findessh/status/1848301142222201237
-1@IndiHomeCare iya tolong pls banget saya kerja wfh ngandelin wifi ,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/nevereguin/status/1848300895810761057
-1@IndiHomeCare Siap kak kendalanya wifi nya itu kabel nya kerobohan pohon tumbang tadi kk,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/silah168/status/1848300639677485512
-1@IndiHomeCare @IndiHome bagaimana tanggapan nya ?? Saya melakukan migrasi paket dari 2 bln lalu. Status terakhir hanya proses. Dari 3x24 jam proses kerja jadi 60 hari kerja. Lyuar biasa @IndiHomeCare,1.85E+18,,IndiHomeCare,in,,0,3,0,https://x.com/d3n2k/status/1848300561386582347
-1@findessh @IndiHomeCare 1hari 1 masalah sama indihom,1.85E+18,,findessh,in,,0,2,0,https://x.com/inimacaa/status/1848300488157962621
-1@IndiHomeCare ini bisa kirim teknisi langsung aja ga ya? lama banget respon cs. sekalinya direspon ga membantu sama sekali.,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/nevereguin/status/1848300261816832248
-1@inimacaa @IndiHomeCare kocak betul emang indihome nih sinyalna,1.85E+18,,inimacaa,in,s4saaa,0,2,0,https://x.com/findessh/status/1848300008858345660
-1INI @IndiHome GIMANA DAH WIFI UDAH 3 HARI INTERNET ILANG KETERENGAN DI MODEM WARNA MERAH UDAH HARI SABTU BIKIN LAPORAN KATANYA MINGGU TEKNISI MAU KE RUMAH SAMPE SEKARANG GADA. MIGRASI APLIKASI KE MY TELKOMSEL BUKANNYA MAKIN BAGUS MALAH MAKIN ANCUR!! @IndiHomeCare https://t.co/xAam9z8pjI,1.85E+18,https://pbs.twimg.com/media/GaZ4b22bYAAcEuX.jpg,,in,,0,2,0,https://x.com/sano983752/status/1848297129229643794
-1@IndiHomeCare yaudah bisa gak kerja yang efektif dan cepet itu dicek dari sentral dan dibetulin masalahnya?? mau sampe kapan wifi gabisa dipakai terus??,1.85E+18,,IndiHomeCare,in,Wallace in New York.,0,1,0,https://x.com/violethourly/status/1848296976816976081
1@IndiHomeCare Sudah di DM dari tadi tapi tidak ada balasan min,1.85E+18,,IndiHomeCare,in,Kalimantan Selatan,0,1,0,https://x.com/MFH_07/status/1848296590785786198
-1@IndiHomeCare coba dong teknisinya di percepat. Udah dr jam 10 kamaren sampai hari ini blom jg di progres. Teknisi malah maen lempar2n.. I'd pelanggan 122869236723 Alamat. Kp. Cinyosog rt 001 rw 005 burangkeng https://t.co/kEdrFEFVYu,1.85E+18,https://pbs.twimg.com/media/GaZ3edWbsAEOnh7.jpg,IndiHomeCare,in,,0,1,0,https://x.com/izal5270/status/1848296070633382154
-1@IndiHomeCare bales dm dong min sombong bngt,1.85E+18,,IndiHomeCare,in,haechan,0,1,0,https://x.com/haexxcha/status/1848295968028168248
1@IndiHomeCare Min DM saya mau ngga direspon sampe kpn? Udh hampir 4 jam loh ini.,1.85E+18,,IndiHomeCare,in,,0,2,0,https://x.com/elegansi66/status/1848283383140639154
1min saya mau bayar tagihan Indihome lewat m-banking atau bri gimana caranya ya? @IndiHomeCare,1.85E+18,,,in,,0,2,0,https://x.com/lov3fairly/status/1848283350299242990
1@IndiHomeCare Cepet ya min urgent bgt ini,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/paperjohns/status/1848283087014343134
1@IndiHomeCare @IndiHomeCare udah ku dm min,1.85E+18,,IndiHomeCare,in,,0,1,0,https://x.com/swanlazs/status/1848282521815203965
